-1.5022606475204304E7,-1995329.8453380577,
-1.4953087317249203E7,-1995329.8453380577,
-1.5092125633159405E7,-1995329.8453380577,
-1.5022606475204304E7,-1985976.6284640233,
-1.5022606475204304E7,-2004683.062212092,
-1.5191156640796639E7,-1984322.8038948143,
-1.5021082973260278E7,-1994064.8626433627,
-1.5159220750657706E7,-1995124.693935279,
-1.4961579978502247E7,-1990842.6206916785,
-1.5018910354285909E7,-1993851.6666042274,
-1.5026738826189656E7,-1988464.0671399496,
-1.5064112091485392E7,-1988624.5949654838,
-1.509388947361542E7,-1993264.378381804,
-1.5069368658860514E7,-1999717.5987208646,
-1.5138498286804909E7,-2001345.88917836,
-1.5117027071361845E7,-2011943.6727637092,
-1.5004367267579366E7,-2001034.817899526,
-1.5068169192966769E7,-1978184.7596552009,
-1.5016701637444869E7,-1992241.6033878645,
-1.5044954346920237E7,-1995838.192015206,
