-1.4940466436626466E7,-2000217.3501332463,
-1.5045961607876157E7,-1987819.4638056825,
-1.5060644203061473E7,-2000369.2549875618,
-1.5080855133483613E7,-1989012.4028806235,
-1.5010144985539028E7,-1992853.3547837653,
-1.5028696637616917E7,-2006429.7272057745,
-1.5103270070177058E7,-1994545.9707655397,
-1.5083034955969749E7,-1994702.1085050837,
-1.4799580719122963E7,-1958813.9132801169,
-1.5085567156580824E7,-1996821.0521674294,
-1.4959283266858313E7,-1998402.9713192927,
-1.5072592687723607E7,-1987402.3002298898,
-1.5022158934292713E7,-2001098.9636846564,
-1.507319397938477E7,-1996779.1318817062,
-1.4956022835895585E7,-2012308.4731321281,
-1.4989369103565468E7,-2002867.633475861,
-1.4920614680351743E7,-2001985.486295046,
-1.4872043673977986E7,-1977491.6577124305,
-1.4973848475381533E7,-2012919.654973423,
-1.5079483085492598E7,-1997934.944526392,
-1.4964205881610526E7,-2003304.8166165724,
-1.5059656907445608E7,-1996820.3433229793,
-1.4909143356315548E7,-2001146.9953305842,
-1.5029904513764681E7,-1999446.3303614787,
-1.5081833085357029E7,-1983618.3425013446,
-1.502825818036479E7,-1995069.5004781547,
-1.4949907576389639E7,-1992999.9823061358,
-1.5086162378167195E7,-1989529.6151069507,
-1.5067720736393243E7,-1989829.0489167294,
-1.507056778029729E7,-1993677.9512768756,
-1.490355744520052E7,-2001280.6169109636,
-1.5063450544219391E7,-1983559.3846748956,
-1.5078238113195768E7,-1994987.6486210432,
-1.496761152526432E7,-2016064.205084193,
-1.5092302664931139E7,-1994183.6049296907,
-1.5084752393695844E7,-1997440.8494308686,
-1.5068833427167093E7,-1988541.0377104888,
-1.5041172845148366E7,-2003115.4688709842,
-1.5037404143265475E7,-1988670.4946129683,
-1.5047367696370658E7,-2004445.3952221307,
-1.4968879958909923E7,-2003232.15174613,
-1.4944603395600962E7,-2000224.5306661245,
-1.4953782562228348E7,-2011656.435741662,
-1.5084419056057625E7,-1988694.44267961,
-1.5075644364869505E7,-1992844.1535848593,
-1.5074114780982431E7,-1990356.8626185525,
-1.5102205281911474E7,-1987756.3995553988,
-1.4941473966481164E7,-1997250.0312696795,
-1.5083595739903765E7,-1997504.1387080997,
-1.4785319923716309E7,-1949866.3819011238,
-1.490602508205639E7,-1986443.9210587384,
-1.5062479694698438E7,-1998748.5179808121,
-1.4985842628978742E7,-2000536.0772797859,
-1.508533923692078E7,-1985158.7557278508,
-1.5069935713630268E7,-1988621.000704782,
-1.5063448769835839E7,-1995957.0350567382,
-1.4927868735200638E7,-2002547.9474822676,
-1.5095793219831267E7,-1989953.6580854983,
-1.5020448666279899E7,-1995997.7623264675,
-1.5083728682338413E7,-1986498.9208341897,
-1.503653468262935E7,-1989465.0497195902,
-1.4948796007258164E7,-1993786.9741975553,
-1.508513304276889E7,-1996352.6357676398,
-1.5068703604934003E7,-1993942.1737612493,
-1.505727171415157E7,-1992721.6091515678,
-1.5073170806067111E7,-1999635.8050247994,
-1.5092706859976538E7,-1994178.9765545398,
-1.5042714814505387E7,-1998131.2039460298,
-1.507196637953077E7,-1988153.5158006374,
-1.497389755121096E7,-2007643.917007333,
-1.4827678322180228E7,-1965700.6939059254,
-1.4996123890646318E7,-2007803.1131210846,
-1.4887145997973748E7,-1991259.9199946858,
-1.5071356137052318E7,-1990969.442584089,
-1.508188138184433E7,-1990281.8628165403,
-1.5052792757701805E7,-1986559.3666236047,
-1.5008759578801524E7,-2006621.3552325047,
-1.5061338955423396E7,-1987323.0751806067,
-1.4945277909128776E7,-2003094.3436920508,
-1.4955807187078629E7,-2011666.509003946,
-1.4907974464818763E7,-1987046.1843838247,
-1.507956218015671E7,-1988133.040475649,
-1.5101179260447698E7,-1992572.5197597987,
-1.5079762126538163E7,-1992520.127945061,
-1.5070701726640318E7,-1993392.0586935582,
-1.510826586695353E7,-1987133.887173702,
-1.5091623931528544E7,-1994568.288820225,
-1.5069599195420552E7,-1994537.9895456901,
-1.5043862008733416E7,-1996544.9065528621,
-1.5039888361445112E7,-1997368.4833334128,
-1.4990103779673247E7,-2012032.9767968883,
-1.5071842371374663E7,-2002461.0874252159,
-1.5053054487813585E7,-1985313.5755652317,
-1.5086446776365431E7,-1997102.552580173,
-1.4866309577957638E7,-1988219.5841151462,
-1.5077763107012503E7,-1993568.9523812362,
-1.4954972335813183E7,-2008045.7308164965,
-1.5061040577625766E7,-1998957.7883334423,
-1.4951538828360805E7,-1997895.039844248,
-1.501680003902102E7,-2012667.7725192565,
-1.495916167819275E7,-2012232.4591259677,
-1.5037379526527733E7,-1997595.6371085264,
-1.508559634310066E7,-1994956.4074679657,
-1.5023680308733216E7,-2004466.6286176108,
-1.5057585094034338E7,-1987141.9122667338,
-1.5091315931279307E7,-1986115.1587484083,
-1.5055418447625596E7,-1984237.876569717,
-1.4934243936287316E7,-2007180.773701548,
-1.4959873309944663E7,-1993951.0898932442,
-1.5080942812128592E7,-1992439.89638902,
-1.4984567312588224E7,-1998494.5690783043,
-1.506870978782125E7,-1994726.3893012507,
-1.5067882279253827E7,-1999631.9890291153,
-1.5021730585719045E7,-2008499.6013096652,
-1.5056813300488057E7,-1997650.951976714,
-1.5071734217641305E7,-1997834.350865491,
-1.5004418962884858E7,-2003774.2615218977,
-1.5028187212040247E7,-1999123.1155443895,
-1.4926438988773111E7,-1988637.782258006,
-1.5038852124312581E7,-1996986.3847489215,
-1.4947436648102168E7,-2003610.5332520688,
-1.5043504543691102E7,-1987380.3417660524,
-1.5052575891513348E7,-2001247.909027018,
-1.5082333068474839E7,-1989488.4049704638,
-1.5010123208254926E7,-1993065.2637515676,
-1.5029792244970348E7,-2005419.6052849616,
-1.509913515345845E7,-1986832.5180649192,
-1.5083345993563559E7,-1994408.535424418,
