-1.5015311832475409E7,-1978068.4703371709,-2.5526030115208197E8,-3.3627163995731905E7,17.0,5.541249090636401E7,3.91278323956461E7,1.6284658510717897E7,-9508945.855664656,
-1.4905790555237321E7,-1983847.4971486672,-8.049126899828154E8,-1.0712776484602803E8,54.0,1.0764956775531079E8,6.469220285971113E7,4.2957364895599656E7,1.0420775803284295E7,
-1.507770864370628E7,-1982845.0584349055,-1.6434702421639845E9,-2.161301113694047E8,109.0,4.743808476393649E7,1.305567859962775E7,3.438240616430873E7,-4426263.695278224,
-1.500021898593768E7,-1976915.189317598,-4.500065695781304E7,-5930745.567952794,3.0,1.237659650851657E8,8.753737493696241E7,3.6228590148203276E7,-3479800.65822744,
-1.4990456203652935E7,-1998598.4520242505,-6.295991605534233E8,-8.394113498501852E7,42.0,5.9825609553373374E7,3.093602804978946E7,2.8889581503583908E7,1.0669784039789688E7,
-1.4818532325187331E7,-1954621.2481354054,-3.408262434793086E8,-4.4956288707114324E7,23.0,6.77019132611924E8,4.504822193694344E8,2.265369132424896E8,2.8569115575069153E8,
-1.5100980136478866E7,-1980852.3730672132,-4.9833234450380254E8,-6.536812831121804E7,33.0,3.393995927297047E7,2.848309545924123E7,5456863.813729224,4877274.036412342,
-1.487206305989939E7,-1979311.4748598356,-4.312898287370823E8,-5.740003277093523E7,29.0,1.9415109864697492E8,1.0650316366674022E8,8.764793498023473E7,6.987420178706601E7,
-1.4975261169961689E7,-2005357.6445084044,-4.6423309626881236E8,-6.2166086979760535E7,31.0,5.966548412246495E7,5.1839841471614234E7,7825642.650850727,-3197454.256762804,
-1.503514459098882E7,-1998639.4939286453,-8.570032416863627E8,-1.1392245115393278E8,57.0,5.9220991016717665E7,2.811451783565885E7,3.1106473181058805E7,-1856853.9389296344,
-1.5048162223699188E7,-1984400.0492522842,-7.975525978560569E8,-1.0517320261037107E8,53.0,5.953652835868629E7,3.673968956917691E7,2.279683878950941E7,8357655.844713652,
-1.4935090718145775E7,-1990139.8529701491,-6.571439915984141E8,-8.756615353068656E7,44.0,1.176330589165708E8,7.759532934522474E7,4.003772957134605E7,-2.9457899213173315E7,
-1.4960172536284516E7,-1985926.0239969022,-4.188848310159664E8,-5.560592867191326E7,28.0,8.580285962802745E7,3.754005026132298E7,4.82628093667045E7,-4892856.664109669,
-1.506628285520879E7,-1985087.2759190532,-1.6271585483625493E9,-2.1438942579925776E8,108.0,5.0580105591905184E7,1.5214864616381444E7,3.536524097552374E7,6913350.0564951915,
-1.5088484426721524E7,-1987341.70796379,-6.03539377068861E8,-7.94936683185516E7,40.0,2.824672236837505E7,1.7071389742321428E7,1.117533262605363E7,-3080408.1224589287,
-1.4707489892419307E7,-1897086.5502790546,-2.7944230795596683E8,-3.604464445530204E7,19.0,2.549336499689014E9,1.9707620566556861E9,5.785744430333278E8,9.870602128562866E8,
-1.5011125437285662E7,-2002092.943083742,-4.5033376311856985E8,-6.006278829251226E7,30.0,3.464389118485992E7,2.952659221022517E7,5117298.974634751,1434883.7144186741,
