"TIME (SEC)   ","X (FT)       ","Y (FT)       ","Z (FT)       ","VX (FT/SEC)  ","VY (FT/SEC)  ","VZ (FT/SEC)  ","AX (FT/SEC^2)","AY (FT/SEC^2)","AZ (FT/SEC^2)","L11          ","L21          ","L31          ","L12          ","L22          ","L32          ","L13          ","L23          ","L33          ","LAT (DEG)    ","LONG (DEG)   ","ALT (FT)     ","VR (FT/SEC)  ","AR (FT/SEC^2)","RA(NM)       ","PAV (DEG)    ","T IIP (SEC)  ","PHI (DEG)    ","LAMBDA (DEG) ","R IIP (NM)   ","THRUST (LBS) ","WEIGHT (LBS) ","E (FT)       ","F (FT)       ","G (FT)       ","VE (FT/SEC)  ","VF (FT/SEC)  ","VG (FT/SEC)  ",
8.300000000000000e+01, 4.363089688366416e+04, -3.133460680794929e+02, 7.319904414725260e+04, 1.850541997000001e+03, -1.095114058999978e+01, 1.773616770999998e+03, 4.846216000000055e+01, -3.609733899997510e-01, 1.477321300000028e+01, 8.140130781000000e-01, -5.126271126000001e-01, 2.731229614000000e-01, -5.124988445000001e-01, -4.125768668000000e-01, 7.530771962000000e-01, -2.733635730000000e-01, -7.529898886000001e-01, -5.985637681000000e-01, 2.851983710907668e+01, -8.042969100674512e+01, 7.324434163210195e+04, 2.563267847984957e+03, 5.066516629793411e+01, 7.155882990967002e+00, 4.390250514844774e+01, 1.453356876682851e+02, 2.844571804954359e+01, -7.960400822178106e+01, 5.103648829599157e+01, 4.441166416000000e+05, 9.773302140000002e+05, 3.069909969015581e+06, -1.820777375455551e+07, 9.966889824863251e+06, 2.086552147777370e+03, -1.316213674646350e+03, 6.958618812616718e+02, 
8.400000000000000e+01, 4.550578033366444e+04, -3.244776200794141e+02, 7.498021832725161e+04, 1.899004157000002e+03, -1.131211397999953e+01, 1.788389983999999e+03, 4.732703199999959e+01, -3.629173099999724e-01, 1.292686799999947e+01, 8.190298339000000e-01, -5.064552983000000e-01, 2.696166946000000e-01, -5.061588712000000e-01, -4.165149803000000e-01, 7.551943249000001e-01, -2.701727748000000e-01, -7.549955643000000e-01, -5.974850372000000e-01, 2.851935403383630e+01, -8.042391099445648e+01, 7.502948823728686e+04, 2.608578825164671e+03, 4.906203810679183e+01, 7.462745514596929e+00, 4.340532046947606e+01, 1.468405435748279e+02, 2.844229702345632e+01, -7.956798767914420e+01, 5.295264361930194e+01, 4.414872092000000e+05, 9.377771140000001e+05, 3.072021695083912e+06, -1.820909362957922e+07, 9.967587274686636e+06, 2.136632349492818e+03, -1.323267372237492e+03, 6.988913733692666e+02, 
8.500000000000000e+01, 4.742853302366463e+04, -3.359709821789330e+02, 7.677521465725004e+04, 1.946331189000001e+03, -1.167503128999950e+01, 1.801316851999998e+03, 4.633470700000049e+01, -3.654853699999964e-01, 1.125873700000020e+01, 8.239847055000000e-01, -5.002453859000000e-01, 2.660897574000000e-01, -4.997802858000000e-01, -4.204052587000000e-01, 7.572840183000000e-01, -2.669623027000000e-01, -7.569768638000000e-01, -5.964202853000000e-01, 2.851885822453916e+01, -8.041798428296104e+01, 7.682873151396166e+04, 2.651996192480103e+03, 4.768435604227819e+01, 7.777400484611047e+00, 4.291284345679260e+01, 1.482477145833162e+02, 2.843890968779637e+01, -7.953247569616478e+01, 5.484189856438313e+01, 4.389913136000000e+05, 9.047278058000000e+05, 3.074182777648141e+06, -1.821041980692983e+07, 9.968287344407661e+06, 2.185323353100333e+03, -1.328860603604117e+03, 7.011241997764589e+02, 
8.600000000000000e+01, 4.939811690366402e+04, -3.478285671783342e+02, 7.858230057725354e+04, 1.992665896000002e+03, -1.204051665999950e+01, 1.812575588999998e+03, 4.466685699999935e+01, -3.638867100000977e-01, 9.022693999999998e+00, 8.288773184000000e-01, -4.939978427000000e-01, 2.625424203000000e-01, -4.933635692000000e-01, -4.242474094000000e-01, 7.593461162000000e-01, -2.637324016000000e-01, -7.589336381000000e-01, -5.953695939000000e-01, 2.851834991003965e+01, -8.041191412164599e+01, 7.864034952573829e+04, 2.693750659018318e+03, 4.557048973638248e+01, 8.099675739827651e+00, 4.242452515292353e+01, 1.495661810914366e+02, 2.843555091044913e+01, -7.949741196272063e+01, 5.670745591257879e+01, 4.366147625000000e+05, 8.707818504000000e+05, 3.076391939957416e+06, -1.821175091311446e+07, 9.968989283864785e+06, 2.232792131016034e+03, -1.333130666133168e+03, 7.026340012053468e+02, 
8.700000000000000e+01, 5.141328753366426e+04, -3.600513444795809e+02, 8.039960058725116e+04, 2.037332753000001e+03, -1.240440336999959e+01, 1.821598282999998e+03, 4.325819700000048e+01, -3.639233199999719e-01, 7.076132999999923e+00, 8.337073031000000e-01, -4.877131384000000e-01, 2.589749552000000e-01, -4.869092048000000e-01, -4.280411433000000e-01, 7.613804606000000e-01, -2.604833180000000e-01, -7.608657400000000e-01, -5.943330436000001e-01, 2.851782937297613e+01, -8.040570439350825e+01, 8.046247681726584e+04, 2.732965224860732e+03, 4.383464048110100e+01, 8.429365475255734e+00, 4.193980574360826e+01, 1.507645817370865e+02, 2.843227509689547e+01, -7.946335375539685e+01, 5.851965632602272e+01, 4.343992606000000e+05, 8.228202580000000e+05, 3.078647680453494e+06, -1.821308547529092e+07, 9.969692291689877e+06, 2.278288460933690e+03, -1.335665933313044e+03, 7.032048945090360e+02, 
8.800000000000000e+01, 5.347233040366393e+04, -3.726375040791214e+02, 8.222486450725445e+04, 2.080590950000002e+03, -1.276832668999957e+01, 1.828674415999998e+03, 4.271596599999935e+01, -3.686493599997027e-01, 5.939440999999914e+00, 8.384742947000000e-01, -4.813917456000000e-01, 2.553876355000000e-01, -4.804176793000000e-01, -4.317861752000000e-01, 7.633868955000001e-01, -2.572152998000000e-01, -7.627730240000000e-01, -5.933107140000000e-01, 2.851729701733483e+01, -8.039936042691066e+01, 8.229287188098670e+04, 2.770031019884309e+03, 4.312848957540953e+01, 8.766187145412481e+00, 4.145810877920595e+01, 1.518578592625482e+02, 2.842906938210372e+01, -7.943015803468984e+01, 6.028610100083355e+01, 4.323232870000000e+05, 7.950916829000000e+05, 3.080947978481926e+06, -1.821442175201364e+07, 9.970395425980249e+06, 2.322110502737373e+03, -1.336686396240559e+03, 7.029538692570911e+02, 
8.900000000000000e+01, 5.557430076366427e+04, -3.855896223776229e+02, 8.405658147725224e+04, 2.123306916000001e+03, -1.313697604999927e+01, 1.834613856999998e+03, 4.265744200000049e+01, -3.764099500003022e-01, 5.244089999999995e+00, 8.431779331000000e-01, -4.750341397000000e-01, 2.517807364000000e-01, -4.738894819000000e-01, -4.354822234000000e-01, 7.653652671000000e-01, -2.539285963000000e-01, -7.646553467000000e-01, -5.923026833000000e-01, 2.851675304911777e+01, -8.039288517527231e+01, 8.413003417021921e+04, 2.806138422097097e+03, 4.298022245593856e+01, 9.109984289163224e+00, 4.097911001050544e+01, 1.528894736112365e+02, 2.842587391943222e+01, -7.939719851039227e+01, 6.204011052089181e+01, 4.303259745000000e+05, 7.802173696000000e+05, 3.083291681545905e+06, -1.821575855060406e+07, 9.971098035179179e+06, 2.365232230703264e+03, -1.336790293709142e+03, 7.021973009468727e+02, 
9.000000000000000e+01, 5.771893037366433e+04, -3.989141044789378e+02, 8.589386547725194e+04, 2.165964358000002e+03, -1.351338599999957e+01, 1.839857946999998e+03, 4.281664700000039e+01, -3.845914299997496e-01, 4.772815999999833e+00, 8.478178630000000e-01, -4.686407988000000e-01, 2.481545343000000e-01, -4.673251047000000e-01, -4.391290097000000e-01, 7.673154236000001e-01, -2.506234581000000e-01, -7.665125664000000e-01, -5.913090290000000e-01, 2.851619750006614e+01, -8.038627950613150e+01, 8.597308971947841e+04, 2.841946775868013e+03, 4.308355769270368e+01, 9.460711188268107e+00, 4.050265507150952e+01, 1.538831982964309e+02, 2.842265440686372e+01, -7.936412164110124e+01, 6.380049970637438e+01, 4.283734049000000e+05, 7.712976462000000e+05, 3.085678396547582e+06, -1.821709513906410e+07, 9.971799711024432e+06, 2.408195834466549e+03, -1.336302458611840e+03, 7.011062963862922e+02, 
9.100000000000000e+01, 5.990628454366438e+04, -4.126191293814035e+02, 8.773614208725134e+04, 2.208781005000002e+03, -1.389797742999932e+01, 1.844630762999998e+03, 4.308858599999942e+01, -3.927326900001072e-01, 4.426769999999654e+00, 8.520849379000000e-01, -4.626509598000000e-01, 2.447556905000000e-01, -4.611733594000000e-01, -4.424829998000000e-01, 7.691085277000000e-01, -2.475285664000000e-01, -7.682205961000000e-01, -5.903953968000000e-01, 2.851563031599847e+01, -8.037954325897306e+01, 8.782147725974086e+04, 2.877771591636734e+03, 4.331716490120328e+01, 9.818376708142933e+00, 4.002911640802714e+01, 1.548511099986339e+02, 2.841939461088438e+01, -7.933075878812124e+01, 6.557624404809478e+01, 4.264517965000000e+05, 7.656052356000000e+05, 3.088108105315811e+06, -1.821843101553250e+07, 9.972500166992538e+06, 2.451249036026492e+03, -1.335390678597596e+03, 6.997708428659091e+02, 
9.200000000000000e+01, 6.213658505366436e+04, -4.267127559785444e+02, 8.958301337725039e+04, 2.251869591000002e+03, -1.429071011999943e+01, 1.849057532999997e+03, 4.340897199999971e+01, -4.015533199997681e-01, 4.118701000000631e+00, 8.562960800000000e-01, -4.566308939000000e-01, 2.413405274000000e-01, -4.549910152000000e-01, -4.457937501000000e-01, 7.708768439000000e-01, -2.444180836000000e-01, -7.699065911000000e-01, -5.894943947000000e-01, 2.851505140473219e+01, -8.037267579128920e+01, 8.967481275642745e+04, 2.913783560872407e+03, 4.360577706099237e+01, 1.018301529447912e+01, 3.955886385744780e+01, 1.557999926795646e+02, 2.841608557236052e+01, -7.929701818203365e+01, 6.737223009166389e+01, 4.245568480000000e+05, 7.613412961000000e+05, 3.090580969933550e+06, -1.821976581192048e+07, 9.973199188982185e+06, 2.494521427076412e+03, -1.334149684170275e+03, 6.982421569164235e+02, 
9.300000000000000e+01, 6.441013143366406e+04, -4.412035108782450e+02, 9.143415522725305e+04, 2.295278563000001e+03, -1.469226343999920e+01, 1.853176233999998e+03, 4.371895800000036e+01, -4.101413500002258e-01, 3.799702999999738e+00, 8.604510127000000e-01, -4.505809945000000e-01, 2.379092728000000e-01, -4.487784768000000e-01, -4.490610443000000e-01, 7.726202542000000e-01, -2.412922160000000e-01, -7.715704413000000e-01, -5.886060827000000e-01, 2.851446065345274e+01, -8.036567622134696e+01, 9.153278657413341e+04, 2.950047745144942e+03, 4.388568385499973e+01, 1.055467410145135e+01, 3.909182405067362e+01, 1.567319808815055e+02, 2.841272348565158e+01, -7.926286610529004e+01, 6.919025829535784e+01, 4.226770661000000e+05, 7.576808031000000e+05, 3.093097240047627e+06, -1.822109921482969e+07, 9.973896591783671e+06, 2.538066412286742e+03, -1.332606794930124e+03, 6.965340735116411e+02, 
9.400000000000000e+01, 6.672724477366451e+04, -4.561001364793337e+02, 9.328925888725065e+04, 2.338997521000002e+03, -1.510240478999942e+01, 1.856975936999998e+03, 4.389586363636928e+01, -4.149422727264696e-01, 3.625700000000248e+00, 8.645494635000000e-01, -4.445016566000000e-01, 2.344621556000000e-01, -4.425361509000000e-01, -4.522846690000000e-01, 7.743386425000000e-01, -2.381511709000000e-01, -7.732120378000000e-01, -5.877305202000001e-01, 2.851385794297188e+01, -8.035854360126089e+01, 9.339510490564174e+04, 2.986552714497371e+03, 4.404730096115339e+01, 1.093340380434275e+01, 3.862793393618322e+01, 1.576465638348604e+02, 2.840930922562835e+01, -7.922831421510011e+01, 7.102971246287393e+01, 4.208126494000000e+05, 7.537530038000001e+05, 3.095657188851378e+06, -1.822243092165122e+07, 9.974592195688829e+06, 2.581872128192696e+03, -1.330753697908561e+03, 6.946423724737958e+02, 
9.411000000000000e+01, 6.698480002366415e+04, -4.577639103780644e+02, 9.349354820725259e+04, 2.343826066000002e+03, -1.514804843999933e+01, 1.857374763999998e+03, 4.414074719101050e+01, -4.198484606742967e-01, 3.535476404494552e+00, 8.649968333000000e-01, -4.438311492000000e-01, 2.340820141000000e-01, -4.418476941000000e-01, -4.526365927000000e-01, 7.745261327000000e-01, -2.378047383000000e-01, -7.733912503000000e-01, -5.876349892000000e-01, 2.851379090978282e+01, -8.035775085200764e+01, 9.360021185626402e+04, 2.990583739836862e+03, 4.428409905053245e+01, 1.097549780021758e+01, 3.857709579405284e+01, 1.577461266961558e+02, 2.840893043125634e+01, -7.922448883854163e+01, 7.123337452768213e+01, 4.206084366000000e+05, 7.534620356000001e+05, 3.095941460675040e+06, -1.822257729235014e+07, 9.974668594314359e+06, 2.586707252077887e+03, -1.330531145390144e+03, 6.944231909801765e+02, 
9.500000000000000e+01, 6.908825567366439e+04, -4.714113637797924e+02, 9.514802049725181e+04, 2.383111331000001e+03, -1.552171356999946e+01, 1.860521337999998e+03, 4.464631499999987e+01, -4.293186699999358e-01, 3.394073999999658e+00, 8.685911634000000e-01, -4.383932772000000e-01, 2.309994054000000e-01, -4.362644464000000e-01, -4.554644137000000e-01, 7.760318941000000e-01, -2.349951566000000e-01, -7.748312735000000e-01, -5.868677654000000e-01, 2.851324315124878e+01, -8.035127695407046e+01, 9.526147927054914e+04, 3.023408703547380e+03, 4.477719839289968e+01, 1.131925662873911e+01, 3.816714331026643e+01, 1.585473298447826e+02, 2.840583612045335e+01, -7.919329901085689e+01, 7.289397854951318e+01, 4.189595392000001e+05, 7.533194683000001e+05, 3.098261099653073e+06, -1.822376063284607e+07, 9.975285822606929e+06, 2.626031866670070e+03, -1.328636368781006e+03, 6.925909496028517e+02, 
9.600000000000000e+01, 7.149364562366428e+04, -4.871469009783369e+02, 9.701025166725251e+04, 2.427757646000001e+03, -1.595103223999939e+01, 1.863915411999998e+03, 4.518024900000056e+01, -4.393236900000490e-01, 3.236405000000032e+00, 8.725758471000000e-01, -4.322562554000000e-01, 2.275212532000000e-01, -4.299637739000000e-01, -4.586000705000000e-01, 7.776998962000000e-01, -2.318243822000000e-01, -7.764280424000000e-01, -5.860178759000000e-01, 2.851261611633699e+01, -8.034387483875065e+01, 9.713173758695964e+04, 3.060791120973810e+03, 4.529814811149206e+01, 1.171230944985579e+01, 3.770943659192461e+01, 1.594399831545036e+02, 2.840229302000324e+01, -7.915771263470688e+01, 7.478880530400943e+01, 4.171068674000000e+05, 7.534059267000001e+05, 3.100909421696070e+06, -1.822508813097639e+07, 9.975977337190868e+06, 2.670696665690260e+03, -1.326327632644061e+03, 6.904177119598244e+02, 
9.700000000000000e+01, 7.394394894366464e+04, -5.033167601793202e+02, 9.887579875724993e+04, 2.472937895000002e+03, -1.639035592999944e+01, 1.867151816999998e+03, 4.571331700000000e+01, -4.494415599998395e-01, 3.070822999999670e+00, 8.765032531000000e-01, -4.260909920000000e-01, 2.240279309000000e-01, -4.236345458000000e-01, -4.616914347000000e-01, 7.793425375000000e-01, -2.286390580000000e-01, -7.780022402000000e-01, -5.851809083000000e-01, 2.851197666194248e+01, -8.033633565225389e+01, 9.900574320159103e+04, 3.098700757417687e+03, 4.581854758452815e+01, 1.211264775492600e+01, 3.725480587700836e+01, 1.603243156133210e+02, 2.839867925121464e+01, -7.912155345288592e+01, 7.671428669715321e+01, 4.152542188000000e+05, 7.534839974999999e+05, 3.103602661503776e+06, -1.822641322240973e+07, 9.976666616380185e+06, 2.715867025917551e+03, -1.323821816021803e+03, 6.881195252130510e+02, 
9.800000000000000e+01, 7.643969910366414e+04, -5.199309876799717e+02, 1.007445000872519e+05, 2.518651212000002e+03, -1.683979748999928e+01, 1.870222639999998e+03, 4.624558799999947e+01, -4.596104200000789e-01, 2.897587000000187e+00, 8.803731237000000e-01, -4.198978895000000e-01, 2.205196715000000e-01, -4.172771768000000e-01, -4.647383043000000e-01, 7.809597085000000e-01, -2.254393952000000e-01, -7.795537639000000e-01, -5.843569185000000e-01, 2.851132461116101e+01, -8.032865779477051e+01, 1.008833519461579e+05, 3.137135672816390e+03, 4.633855480727078e+01, 1.252035686960386e+01, 3.680324282946945e+01, 1.612000310740294e+02, 2.839499427470872e+01, -7.908482181537949e+01, 7.867041158621603e+01, 4.134015933000000e+05, 7.535543990999999e+05, 3.106341323600222e+06, -1.822773570666609e+07, 9.977353533309382e+06, 2.761540949811327e+03, -1.321112221395279e+03, 6.856925773641774e+02, 
9.900000000000000e+01, 7.898142878366451e+04, -5.369997459812552e+02, 1.026161862872508e+05, 2.564896800000001e+03, -1.729940790999936e+01, 1.873120226999998e+03, 4.677712300000034e+01, -4.696730400001032e-01, 2.716912000000488e+00, 8.841852048000000e-01, -4.136773526000000e-01, 2.169967088000000e-01, -4.108920829000000e-01, -4.677404803000000e-01, 7.825513014000000e-01, -2.222256058000000e-01, -7.810825123000000e-01, -5.835459614000000e-01, 2.851065978622299e+01, -8.032083966955219e+01, 1.027644124983387e+05, 3.176094181374476e+03, 4.685831238678374e+01, 1.293552196883822e+01, 3.635473827685809e+01, 1.620668448234464e+02, 2.839123758614903e+01, -7.904751820074016e+01, 8.065716193038143e+01, 4.115489908000000e+05, 7.536177900000000e+05, 3.109125910619197e+06, -1.822905537675352e+07, 9.978037957398709e+06, 2.807716545905873e+03, -1.318192337358384e+03, 6.831332289801450e+02, 
1.000000000000000e+02, 8.156966988366465e+04, -5.545331589790389e+02, 1.044906802872499e+05, 2.611673923000002e+03, -1.776908094999946e+01, 1.875837138999998e+03, 4.953234099999997e+01, -5.025708199998470e-01, 4.120642999999716e+00, 8.879392463000000e-01, -4.074297875000000e-01, 2.134592777000000e-01, -4.044796824000000e-01, -4.706977666000000e-01, 7.841172100000000e-01, -2.189979030000000e-01, -7.825883853000000e-01, -5.827480911000000e-01, 2.850998200889584e+01, -8.031287968282001e+01, 1.046487663827715e+05, 3.215574815234086e+03, 4.970598637088737e+01, 1.335822807953308e+01, 3.590928192347258e+01, 1.629244813078287e+02, 2.838740876158275e+01, -7.900964322788431e+01, 8.267451186724983e+01, 4.096964112000000e+05, 7.536747749000000e+05, 3.111956923313935e+06, -1.823037201908342e+07, 9.978719754484136e+06, 2.854392015317068e+03, -1.315055755334717e+03, 6.804380762589074e+02, 
1.010000000000000e+02, 8.420606360366436e+04, -5.725526784786648e+02, 1.063685944872512e+05, 2.661206264000002e+03, -1.827165176999931e+01, 1.879957781999998e+03, 5.007740699999989e+01, -5.126504799999793e-01, 3.935427999999789e+00, 8.916350018000000e-01, -4.011556021000000e-01, 2.099076141000000e-01, -3.980403950000000e-01, -4.736099699000000e-01, 7.856573301000001e-01, -2.157565005000000e-01, -7.840712846000000e-01, -5.819633607000000e-01, 2.850929079905712e+01, -8.030477283172789e+01, 1.065370495871059e+05, 3.258311509802830e+03, 5.023442142496980e+01, 1.378874133742436e+01, 3.546715651231160e+01, 1.638595118265641e+02, 2.838331963466197e+01, -7.896938683771651e+01, 8.481891513066901e+01, 3.907436543000000e+05, 7.537262093000001e+05, 3.114836073751899e+06, -1.823168597414702e+07, 9.979399072626768e+06, 2.903995802173968e+03, -1.312814837639330e+03, 6.781736340669655e+02, 
1.020000000000000e+02, 8.689226414366452e+04, -5.910798267785266e+02, 1.082505341872512e+05, 2.711283671000002e+03, -1.878430224999929e+01, 1.883893209999998e+03, 5.061081700000069e+01, -5.226539500000661e-01, 3.761088999999912e+00, 8.950086746000000e-01, -3.953171308000000e-01, 2.066006738000000e-01, -3.920463401000000e-01, -4.762687080000000e-01, 7.870627580000000e-01, -2.127419553000000e-01, -7.854250339000000e-01, -5.812472595000000e-01, 2.850858567180721e+01, -8.029651407655406e+01, 1.084298921879955e+05, 3.301585319407384e+03, 5.075306645932766e+01, 1.422732985666649e+01, 3.502878616259523e+01, 1.647859342879453e+02, 2.837915000153643e+01, -7.892850099104328e+01, 8.699704511998002e+01, 3.888911200000000e+05, 7.537717457000000e+05, 3.117765085841426e+06, -1.823299757472708e+07, 9.980076055439360e+06, 2.954112197806870e+03, -1.310351641372321e+03, 6.757701680659504e+02, 
1.030000000000000e+02, 8.962880874366462e+04, -6.101246259796492e+02, 1.101363227872498e+05, 2.761894488000002e+03, -1.930695619999936e+01, 1.887654298999998e+03, 5.114496099999908e+01, -5.325966699998296e-01, 3.579997999999736e+00, 8.983318614000000e-01, -3.894564719000000e-01, 2.032818814000000e-01, -3.860298804000000e-01, -4.788884076000000e-01, 7.884458286000000e-01, -2.097159942000000e-01, -7.867588891000000e-01, -5.805425498000000e-01, 2.850786644457285e+01, -8.028810181301178e+01, 1.103271387926678e+05, 3.345395742499783e+03, 5.127286885463231e+01, 1.467407926703667e+01, 3.459448703280606e+01, 1.657044043212310e+02, 2.837489904156025e+01, -7.888698414544066e+01, 8.920899320536718e+01, 3.870386080000000e+05, 7.538122529000001e+05, 3.120744465688407e+06, -1.823430660694027e+07, 9.980750568662571e+06, 3.004731235183173e+03, -1.307676980521923e+03, 6.732338322331568e+02, 
1.040000000000000e+02, 9.241623117366468e+04, -6.296970494793740e+02, 1.120257823872500e+05, 2.813039449000001e+03, -1.983955286999919e+01, 1.891234296999997e+03, 5.167985399999981e+01, -5.426374999998745e-01, 3.392395000000095e+00, 9.016043747000000e-01, -3.835739540000000e-01, 1.999514273000000e-01, -3.799913543000000e-01, -4.814689215000000e-01, 7.898064626000000e-01, -2.066787897000000e-01, -7.880727755000000e-01, -5.798492722000000e-01, 2.850713293489880e+01, -8.027953444821630e+01, 1.122286333232016e+05, 3.389742131141746e+03, 5.179391961180124e+01, 1.512907460409466e+01, 3.416419083996090e+01, 1.666146847160482e+02, 2.837056608056275e+01, -7.884483572937930e+01, 9.145479884534541e+01, 3.851861180000000e+05, 7.538482055000000e+05, 3.123774715778173e+06, -1.823561285617724e+07, 9.981422477724457e+06, 3.055852668629626e+03, -1.304784884212082e+03, 6.705613985298007e+02, 
1.050000000000000e+02, 9.525506594366445e+04, -6.498070811769560e+02, 1.139187287872512e+05, 2.864719303000001e+03, -2.038219036999906e+01, 1.894626691999997e+03, 5.221553100000052e+01, -5.527252000002122e-01, 3.198532000000394e+00, 9.048260301000000e-01, -3.776699072000000e-01, 1.966095026000000e-01, -3.739311016000000e-01, -4.840101051000000e-01, 7.911445819000000e-01, -2.036305148000000e-01, -7.893666191000001e-01, -5.791674663000000e-01, 2.850638495923293e+01, -8.027081038763605e+01, 1.141342140459871e+05, 3.434624058132701e+03, 5.231632431386744e+01, 1.559240100287128e+01, 3.373783214033783e+01, 1.675165494483926e+02, 2.836615037667875e+01, -7.880205528753527e+01, 9.373449596581709e+01, 3.833336499000000e+05, 7.538800346000000e+05, 3.126856338420854e+06, -1.823691610228323e+07, 9.982091644978112e+06, 3.107476300616546e+03, -1.301669664569893e+03, 6.677496133648801e+02, 
1.060000000000000e+02, 9.814584833366411e+04, -6.704647924784345e+02, 1.158149711872533e+05, 2.916934834000002e+03, -2.093491556999927e+01, 1.897825223999998e+03, 5.275203200000003e+01, -5.628394999998164e-01, 2.998601999999677e+00, 9.079966457000001e-01, -3.717446629000000e-01, 1.932562990000000e-01, -3.678494633000000e-01, -4.865118156000000e-01, 7.924601098000000e-01, -2.005713434000000e-01, -7.906403474000000e-01, -5.784971714000000e-01, 2.850562233268818e+01, -8.026192803500183e+01, 1.160437132850726e+05, 3.480041332706147e+03, 5.284018624480981e+01, 1.606414370417563e+01, 3.331534837386019e+01, 1.684097842842905e+02, 2.836165121235988e+01, -7.875864244859348e+01, 9.604811404089089e+01, 3.814812034000001e+05, 7.539081340000001e+05, 3.129989835737240e+06, -1.823821611933162e+07, 9.982757929488674e+06, 3.159602004951881e+03, -1.298325823061620e+03, 6.647953856778805e+02, 
1.070000000000000e+02, 1.010891144436642e+05, -6.916802839809043e+02, 1.177143125872541e+05, 2.969686866000002e+03, -2.149775506999909e+01, 1.900823825999997e+03, 5.328940600000001e+01, -5.729899600002759e-01, 2.792754999999819e+00, 9.111160428000000e-01, -3.657985533000000e-01, 1.898920089000000e-01, -3.617467816000000e-01, -4.889739129000000e-01, 7.937529707000000e-01, -1.975014497000000e-01, -7.918938887000000e-01, -5.778384258000000e-01, 2.850484486916880e+01, -8.025288579212550e+01, 1.179569578357652e+05, 3.525993966678791e+03, 5.336561242801513e+01, 1.654438806356446e+01, 3.289667905384933e+01, 1.692941838992458e+02, 2.835706788285546e+01, -7.871459694342478e+01, 9.839567721309898e+01, 3.796287782000000e+05, 7.539328597000000e+05, 3.133175709766334e+06, -1.823951267593635e+07, 9.983421187271593e+06, 3.212229722984336e+03, -1.294748013727120e+03, 6.616957312699580e+02, 
1.080000000000000e+02, 1.040854011436641e+05, -7.134636835793714e+02, 1.196165501872546e+05, 3.022976272000002e+03, -2.207074502999936e+01, 1.903616580999997e+03, 5.382770100000109e+01, -5.832368799998050e-01, 2.581095000000098e+00, 9.141840454000000e-01, -3.598319121000000e-01, 1.865168253000000e-01, -3.556233997000000e-01, -4.913962585000000e-01, 7.950230907000000e-01, -1.944210087000000e-01, -7.931271728000000e-01, -5.771912674000000e-01, 2.850405238136701e+01, -8.024368205904305e+01, 1.198737693780005e+05, 3.572482154793685e+03, 5.389270462319308e+01, 1.703321954399595e+01, 3.248176517099164e+01, 1.701695498386871e+02, 2.835239968394107e+01, -7.866991861631962e+01, 1.007772037857193e+02, 3.777763738000000e+05, 7.539545346000000e+05, 3.136414462473504e+06, -1.824080553560369e+07, 9.984081271489179e+06, 3.265359466078225e+03, -1.290931019240633e+03, 6.584477254687680e+02, 
1.090000000000000e+02, 1.071352464436643e+05, -7.358251927791388e+02, 1.215214751872510e+05, 3.076803973000003e+03, -2.265398190999917e+01, 1.906197675999997e+03, 5.436697799999829e+01, -5.934647300001703e-01, 2.363751999999804e+00, 9.172004807000000e-01, -3.538450740000000e-01, 1.831309418000000e-01, -3.494796622000000e-01, -4.937787168000000e-01, 7.962703966000000e-01, -1.913301960000000e-01, -7.943401302000001e-01, -5.765557333000000e-01, 2.850324468052441e+01, -8.023431523286703e+01, 1.217939642919325e+05, 3.619506246873014e+03, 5.442157495658827e+01, 1.753072377775575e+01, 3.207054866699988e+01, 1.710356881229287e+02, 2.834764589034826e+01, -7.862460744638533e+01, 1.031927052462307e+02, 3.759239901000000e+05, 7.539734531000000e+05, 3.139706596087436e+06, -1.824209445653616e+07, 9.984738032286201e+06, 3.318991307594117e+03, -1.286869735707578e+03, 6.550484368253759e+02, 
1.100000000000000e+02, 1.102391889436646e+05, -7.587750573780933e+02, 1.234288730872509e+05, 3.131170951000001e+03, -2.324744663999934e+01, 1.908561427999997e+03, 5.489893700000030e+01, -6.036592399997725e-01, 2.154755000000125e+00, 9.201651784000000e-01, -3.478383749000000e-01, 1.797345526000000e-01, -3.433159149000000e-01, -4.961211538000000e-01, 7.974948171000000e-01, -1.882291876000000e-01, -7.955326930000000e-01, -5.759318599000000e-01, 2.850242157662538e+01, -8.022478370946125e+01, 1.237173539691933e+05, 3.667066769587229e+03, 5.494452345155123e+01, 1.803698647739137e+01, 3.166297278351291e+01, 1.718924107636320e+02, 2.834280583528001e+01, -7.857866351705309e+01, 1.056421873273558e+02, 3.740716265000000e+05, 7.539898840999999e+05, 3.143052612599332e+06, -1.824337919194553e+07, 9.985391317000957e+06, 3.373125400899311e+03, -1.282559108565078e+03, 6.514950924262877e+02, 
