"TIME (SEC)   ","X (FT)       ","Y (FT)       ","Z (FT)       ","VX (FT/SEC)  ","VY (FT/SEC)  ","VZ (FT/SEC)  ","AX (FT/SEC^2)","AY (FT/SEC^2)","AZ (FT/SEC^2)","L11          ","L21          ","L31          ","L12          ","L22          ","L32          ","L13          ","L23          ","L33          ","LAT (DEG)    ","LONG (DEG)   ","ALT (FT)     ","VR (FT/SEC)  ","AR (FT/SEC^2)","RA(NM)       ","PAV (DEG)    ","T IIP (SEC)  ","PHI (DEG)    ","LAMBDA (DEG) ","R IIP (NM)   ","THRUST (LBS) ","WEIGHT (LBS) ","E (FT)       ","F (FT)       ","G (FT)       ","VE (FT/SEC)  ","VF (FT/SEC)  ","VG (FT/SEC)  ",
9.350000000000000e+02, 1.417906366984366e+07, -3.075529111129768e+05, -4.639326818512759e+06, 1.824626445999999e+04, -6.267691723999958e+02, -1.630569009000001e+04, -1.774903999999900e+01, -6.276274000009658e-01, -2.041132999999963e+01, 2.422574428000000e-01, 9.109607862000000e-01, -3.338589184000000e-01, -5.220780733000000e-01, 4.124408739000000e-01, 7.465433751000000e-01, 8.177688040000000e-01, -6.555268109000000e-03, 5.755095235000000e-01, 1.725241233709826e+01, -3.745184093532853e+01, 6.686498633360006e+05, 2.447845043402164e+04, 2.705632512821506e+01, 2.467508832555955e+03, -7.223103574268353e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.210038120000000e+04, 1.880000000000000e+01, 1.637631849214755e+07, -1.254413575753095e+07, 6.364744257340941e+06, 1.570195255377303e+04, 1.605909260223175e+04, -9.733897803185537e+03, 
9.360000000000000e+02, 1.419730105984366e+07, -3.081799943129760e+05, -4.655642714512759e+06, 1.822851541999999e+04, -6.273967997999968e+02, -1.632610142000001e+04, -1.777285000000163e+01, -6.251818000018015e-01, -2.039179000000147e+01, 2.372407950000000e-01, 9.121359492000000e-01, -3.342526220000000e-01, -5.227317907000000e-01, 4.098794788000000e-01, 7.474960119000000e-01, 8.188212749000000e-01, -2.612076450000000e-03, 5.740425915000000e-01, 1.722545997063450e+01, -3.738991977518476e+01, 6.683416429097065e+05, 2.447884778206897e+04, 2.705716446359026e+01, 2.471412200753181e+03, -7.205944939285931e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.210029920000000e+04, 1.880000000000000e+01, 1.639201019060951e+07, -1.252806905653420e+07, 6.355005889505692e+06, 1.568144432539434e+04, 1.607430915883297e+04, -9.742837249668030e+03, 
9.370000000000000e+02, 1.421552068984366e+07, -3.088077039129749e+05, -4.671979012512758e+06, 1.821074256999998e+04, -6.280219815999985e+02, -1.634649321000001e+04, -1.778977045190558e+01, -6.234397075431323e-01, -2.037784710968314e+01, 2.322178139000000e-01, 9.132868425000000e-01, -3.346371619000000e-01, -5.233713798000000e-01, 4.073148143000000e-01, 7.484497584000001e-01, 8.198519901000000e-01, 1.336146435000000e-03, 5.725739507000000e-01, 1.719848513642762e+01, -3.732801585482710e+01, 6.680341510340544e+05, 2.447924420452476e+04, 2.705773942194831e+01, 2.475315688082957e+03, -7.188775547234255e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.210021720000000e+04, 1.880000000000000e+01, 1.640768137135129e+07, -1.251198714781308e+07, 6.345258588593772e+06, 1.566091536984893e+04, 1.608950705281623e+04, -9.751763399537807e+03, 
9.374237587000000e+02, 1.422323605984366e+07, -3.090738897129772e+05, -4.678907810512760e+06, 1.820320399999999e+04, -6.282861695999953e+02, -1.635512850000001e+04, -1.780167440272215e+01, -6.222150338788868e-01, -2.036806455906847e+01, 2.300874043000000e-01, 9.137672148000000e-01, -3.347973471000000e-01, -5.236381450000001e-01, 4.062270458000000e-01, 7.488542451000000e-01, 8.202821951000000e-01, 3.010732295000000e-03, 5.719510958000000e-01, 1.718704754332207e+01, -3.730178871427315e+01, 6.679040731129565e+05, 2.447941191344348e+04, 2.705817467922216e+01, 2.476969861445222e+03, -7.181496274719073e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.210018245000000e+04, 1.880000000000000e+01, 1.641431598261082e+07, -1.250516771537354e+07, 6.341125393040767e+06, 1.565220980800249e+04, 1.609594165247153e+04, -9.755541915985064e+03, 
9.380000000000000e+02, 1.423372253984366e+07, -3.094360375129769e+05, -4.688335693512761e+06, 1.819294593999999e+04, -6.286447155999973e+02, -1.636686542000001e+04, -1.782040000000119e+01, -6.202838000016044e-01, -2.035259000000006e+01, 2.271886338000000e-01, 9.144134355000000e-01, -3.350125276000000e-01, -5.239968231000000e-01, 4.047469485000000e-01, 7.494045884000000e-01, 8.208609225000000e-01, 5.289295491000000e-03, 5.711036415000000e-01, 1.717148787320009e+01, -3.726612915004372e+01, 6.677273902931956e+05, 2.447963969977103e+04, 2.705881238821633e+01, 2.479219294780281e+03, -7.171595039300118e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.210013520000000e+04, 1.880000000000000e+01, 1.642333201733774e+07, -1.249589004911849e+07, 6.335502367312220e+06, 1.564036572260172e+04, 1.610468625424621e+04, -9.760676234061055e+03, 
9.390000000000000e+02, 1.425190657984366e+07, -3.100649926129755e+05, -4.704712736512758e+06, 1.817512553999999e+04, -6.292649993999989e+02, -1.638721801000001e+04, -1.784412999999645e+01, -6.178311999967788e-01, -2.033296999999752e+01, 2.221533890000000e-01, 9.155156981000000e-01, -3.353787087000000e-01, -5.246081032000000e-01, 4.021759497000000e-01, 7.503604757000000e-01, 8.218480455000000e-01, 9.247265532999999e-03, 5.696317040000000e-01, 1.714446822891738e+01, -3.720425965911812e+01, 6.674213581492578e+05, 2.448003425123213e+04, 2.705964448896662e+01, 2.483123019670372e+03, -7.154403605017122e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.210005320000000e+04, 1.880000000000000e+01, 1.643896210192714e+07, -1.247977778110879e+07, 6.325737240176598e+06, 1.561979539932838e+04, 1.611984673083936e+04, -9.769575732797499e+03, 
9.400000000000000e+02, 1.427007277984366e+07, -3.106945667129756e+05, -4.721110123512759e+06, 1.815728140999999e+04, -6.298828305999957e+02, -1.640755098000001e+04, -1.786784999999900e+01, -6.153764000031007e-01, -2.031328999999691e+01, 2.171122139000000e-01, 9.165936011000000e-01, -3.357356952000000e-01, -5.252052032000000e-01, 3.996018864000000e-01, 7.513173942000000e-01, 8.228133331000000e-01, 1.320995125000000e-02, 5.681581788000000e-01, 1.711742624939181e+01, -3.714240737516411e+01, 6.671160497494454e+05, 2.448042789134853e+04, 2.706046012838879e+01, 2.487026861897138e+03, -7.137201607007156e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209997120000000e+04, 1.880000000000000e+01, 1.645457159804570e+07, -1.246365036184232e+07, 6.315963220269533e+06, 1.559920443962973e+04, 1.613498848864641e+04, -9.778461896709470e+03, 
9.410000000000000e+02, 1.428822112984366e+07, -3.113247574129773e+05, -4.737527832512758e+06, 1.813941355999999e+04, -6.304982069999987e+02, -1.642786427000001e+04, -1.789155000000418e+01, -6.129191999977546e-01, -2.029360000000657e+01, 2.120652431000000e-01, 9.176471157000000e-01, -3.360834774000000e-01, -5.257881068000000e-01, 3.970248270000000e-01, 7.522753176000000e-01, 8.237567599000000e-01, 1.717724719000000e-02, 5.666831060999999e-01, 1.709036196791086e+01, -3.708057225942385e+01, 6.668114764191847e+05, 2.448082059007182e+04, 2.706129029275289e+01, 2.490930822577444e+03, -7.119988506182322e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209988920000001e+04, 1.880000000000000e+01, 1.647016049898575e+07, -1.244750781044754e+07, 6.306180320965272e+06, 1.557859286206042e+04, 1.615011147795365e+04, -9.787334695979005e+03, 
9.420000000000000e+02, 1.430635159984366e+07, -3.119555623129753e+05, -4.753965845512759e+06, 1.812152200999999e+04, -6.311111261999965e+02, -1.644815787000001e+04, -1.791521999999839e+01, -6.104597000005405e-01, -2.027385999999894e+01, 2.070126114000000e-01, 9.186762139000000e-01, -3.364220457000000e-01, -5.263567977000000e-01, 3.944448401000000e-01, 7.532342196000000e-01, 8.246783010000000e-01, 2.114904780000000e-02, 5.652065265000000e-01, 1.706327543003196e+01, -3.701875430496063e+01, 6.665076332400782e+05, 2.448121235823444e+04, 2.706209836640951e+01, 2.494834900854992e+03, -7.102764804654341e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209980720000000e+04, 1.880000000000000e+01, 1.648572877767272e+07, -1.243135014503114e+07, 6.296388555258934e+06, 1.555796068787069e+04, 1.616521569370016e+04, -9.796194125260639e+03, 
9.430000000000000e+02, 1.432446416984366e+07, -3.125869788129769e+05, -4.770424141512756e+06, 1.810360678999999e+04, -6.317215858999971e+02, -1.646843173000001e+04, -1.793886999999823e+01, -6.079978000024751e-01, -2.025410999999860e+01, 2.019544538000000e-01, 9.196808682000000e-01, -3.367513907000000e-01, -5.269112603000000e-01, 3.918619942000000e-01, 7.541940740000001e-01, 8.255779324000000e-01, 2.512524740000000e-02, 5.637284803000000e-01, 1.703616667638536e+01, -3.695695349028577e+01, 6.662045241138510e+05, 2.448160318718316e+04, 2.706292094533936e+01, 2.498739096752693e+03, -7.085530007201746e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209972520000000e+04, 1.880000000000000e+01, 1.650127641736109e+07, -1.241517738498066e+07, 6.286587936987873e+06, 1.553730795396656e+04, 1.618030109733224e+04, -9.805040160956673e+03, 
9.440000000000000e+02, 1.434255880984366e+07, -3.132190046129767e+05, -4.786902702512758e+06, 1.808566791999999e+04, -6.323295836999995e+02, -1.648868584000001e+04, -1.796250000000368e+01, -6.055337999975921e-01, -2.023433000000221e+01, 1.968909053000000e-01, 9.206610521000000e-01, -3.370715036000000e-01, -5.274514791000000e-01, 3.892763582000000e-01, 7.551548544000000e-01, 8.264556302000000e-01, 2.910574019000000e-02, 5.622490082000000e-01, 1.700903575226119e+01, -3.689516980833464e+01, 6.659021440332907e+05, 2.448199308767887e+04, 2.706374305195165e+01, 2.502643409418090e+03, -7.068284614807580e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209964320000000e+04, 1.880000000000000e+01, 1.651680339097547e+07, -1.239898954845116e+07, 6.276778479059691e+06, 1.551663468159827e+04, 1.619536768378898e+04, -9.813872797721650e+03, 
9.450000000000000e+02, 1.436063549984366e+07, -3.138516372129772e+05, -4.803401506512759e+06, 1.806770541999998e+04, -6.329351174999971e+02, -1.650892017000001e+04, -1.798610999999983e+01, -6.030673000003116e-01, -2.021449999999749e+01, 1.918221012000000e-01, 9.216167393000000e-01, -3.373823755000000e-01, -5.279774391000000e-01, 3.866880007000000e-01, 7.561165346000000e-01, 8.273113714000000e-01, 3.309042024000000e-02, 5.607681507000000e-01, 1.698188269875965e+01, -3.683340323923294e+01, 6.656004975704241e+05, 2.448238205702817e+04, 2.706454975332718e+01, 2.506547838768709e+03, -7.051028653671754e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209956120000000e+04, 1.880000000000000e+01, 1.653230968191359e+07, -1.238278665574520e+07, 6.266960195701859e+06, 1.549594089489425e+04, 1.621041543053091e+04, -9.822692020919936e+03, 
9.460000000000000e+02, 1.437869420984366e+07, -3.144848740129760e+05, -4.819920535512759e+06, 1.804971930999999e+04, -6.335381847999975e+02, -1.652913467000001e+04, -1.800968999999396e+01, -6.005986000041080e-01, -2.019466000000006e+01, 1.867481768000000e-01, 9.225479045000000e-01, -3.376839979000000e-01, -5.284891259000000e-01, 3.840969907000000e-01, 7.570790880000000e-01, 8.281451336000000e-01, 3.707918155000000e-02, 5.592859483000000e-01, 1.695470756188882e+01, -3.677165377535812e+01, 6.652995796208306e+05, 2.448277007898376e+04, 2.706536430735437e+01, 2.510452383954623e+03, -7.033761933018915e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209947920000000e+04, 1.880000000000000e+01, 1.654779526310246e+07, -1.236656872487277e+07, 6.257133100084543e+06, 1.547522662086669e+04, 1.622544429787861e+04, -9.831497806013076e+03, 
9.470000000000000e+02, 1.439673492984366e+07, -3.151187127129755e+05, -4.836459768512761e+06, 1.803170961999999e+04, -6.341387834000016e+02, -1.654932933000001e+04, -1.802646175760949e+01, -5.988398586131151e-01, -2.018051782772261e+01, 1.816692675000000e-01, 9.234545228000000e-01, -3.379763625000000e-01, -5.289865251000000e-01, 3.815033970000000e-01, 7.580424884000000e-01, 8.289568948000000e-01, 4.107191796000000e-02, 5.578024418000001e-01, 1.692751037397634e+01, -3.670992137607279e+01, 6.649994006000484e+05, 2.448315717160291e+04, 2.706594229783717e+01, 2.514357046188419e+03, -7.016484452152942e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209939720000000e+04, 1.880000000000000e+01, 1.656326012768958e+07, -1.235033577414399e+07, 6.247297205016820e+06, 1.545449189065965e+04, 1.624045428189689e+04, -9.840290148596374e+03, 
9.474237587000000e+02, 1.440437439984366e+07, -3.153874883129774e+05, -4.843474502512758e+06, 1.802407074999999e+04, -6.343925469999956e+02, -1.655788100000001e+04, -1.803824196564591e+01, -5.976038163205898e-01, -2.017056049262586e+01, 1.795155650000000e-01, 9.238312993000000e-01, -3.380974599000000e-01, -5.291929889000000e-01, 3.804035766000000e-01, 7.584509868000000e-01, 8.292942435000000e-01, 4.276504794000000e-02, 5.571734095000001e-01, 1.691597869428874e+01, -3.668376689613924e+01, 6.648724138294132e+05, 2.448332092496555e+04, 2.706634098135818e+01, 2.516011714922483e+03, -7.009159892693477e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209936245000000e+04, 1.880000000000000e+01, 1.656980723487018e+07, -1.234345239470576e+07, 6.243126508387969e+06, 1.544569920458070e+04, 1.624680919099681e+04, -9.844011921356681e+03, 
9.480000000000000e+02, 1.441475761984366e+07, -3.157531508129761e+05, -4.853019187512757e+06, 1.801367636999999e+04, -6.347369109999971e+02, -1.656950411000001e+04, -1.805679000000506e+01, -5.956541999992326e-01, -2.015487999999747e+01, 1.765855092000000e-01, 9.243365701000000e-01, -3.382594614000000e-01, -5.294696230000000e-01, 3.789072887000000e-01, 7.590067094000000e-01, 8.297466338000000e-01, 4.506852325000000e-02, 5.563176718000000e-01, 1.690029118831717e+01, -3.664820605279468e+01, 6.646999486647650e+05, 2.448354332527441e+04, 2.706698462785534e+01, 2.518261823433575e+03, -6.999196390944543e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209931520000000e+04, 1.880000000000000e+01, 1.657870423870575e+07, -1.233408782283970e+07, 6.237452524347046e+06, 1.543373672984343e+04, 1.625544535147633e+04, -9.849069029082773e+03, 
9.490000000000000e+02, 1.443276226984366e+07, -3.163881857129763e+05, -4.869598770512760e+06, 1.799561957999998e+04, -6.353325651999965e+02, -1.658965899000001e+04, -1.808030999999217e+01, -5.931786999988298e-01, -2.013493000000259e+01, 1.714970374000000e-01, 9.251940229000000e-01, -3.385332866000000e-01, -5.299384060000000e-01, 3.763087348000000e-01, 7.599717244000001e-01, 8.305143298000000e-01, 4.906889107000000e-02, 5.548316789000000e-01, 1.687305003869955e+01, -3.658650776611924e+01, 6.644012349085568e+05, 2.448392854386261e+04, 2.706778300435692e+01, 2.522166716793558e+03, -6.981897752136926e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209923320000000e+04, 1.880000000000000e+01, 1.659412758944492e+07, -1.231782488999160e+07, 6.227599071624501e+06, 1.541296116110858e+04, 1.627041749288925e+04, -9.857834437350459e+03, 
9.500000000000000e+02, 1.445074884984366e+07, -3.170238151129765e+05, -4.886198498512758e+06, 1.797753926999999e+04, -6.359257438999953e+02, -1.660979392000001e+04, -1.810379999999817e+01, -5.907008000041961e-01, -2.011496999999709e+01, 1.664039881000000e-01, 9.260268584000000e-01, -3.387978308000000e-01, -5.303928612000000e-01, 3.737078045000000e-01, 7.609375071000000e-01, 8.312599627000000e-01, 5.307291497000000e-02, 5.533445040000000e-01, 1.684578697108913e+01, -3.652482651004426e+01, 6.641032548172562e+05, 2.448431281087987e+04, 2.706858917594047e+01, 2.526071725316183e+03, -6.964588364306429e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209915120000000e+04, 1.880000000000000e+01, 1.660953015297571e+07, -1.230154699462144e+07, 6.217736860234422e+06, 1.539216521146409e+04, 1.628537066626279e+04, -9.866586349211057e+03, 
9.510000000000000e+02, 1.446871733984366e+07, -3.176600364129760e+05, -4.902818351512759e+06, 1.795943546999999e+04, -6.365164446999994e+02, -1.662990889000001e+04, -1.812727000000381e+01, -5.882207999969635e-01, -2.009498000000747e+01, 1.613064973000000e-01, 9.268350545000000e-01, -3.390530867000000e-01, -5.308329757000000e-01, 3.711045669000000e-01, 7.619040309000000e-01, 8.319835129000001e-01, 5.708048843000000e-02, 5.518561878000000e-01, 1.681850202536181e+01, -3.646316226075371e+01, 6.638060112576503e+05, 2.448469614422791e+04, 2.706939494268920e+01, 2.529976849128963e+03, -6.947268406508552e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209906920000000e+04, 1.880000000000000e+01, 1.662491191240860e+07, -1.228525415525007e+07, 6.207865903536528e+06, 1.537134891205562e+04, 1.630030486775849e+04, -9.875324760084821e+03, 
9.520000000000000e+02, 1.448666771984366e+07, -3.182968471129784e+05, -4.919458309512758e+06, 1.794130819999999e+04, -6.371046654999964e+02, -1.665000387000002e+04, -1.815070999999848e+01, -5.857382999994782e-01, -2.007494999999329e+01, 1.562047012000000e-01, 9.276185896000000e-01, -3.392990473000000e-01, -5.312587374000000e-01, 3.684990912000000e-01, 7.628712694000001e-01, 8.326849616000001e-01, 6.109150479000000e-02, 5.503667711000000e-01, 1.679119524114635e+01, -3.640151499448672e+01, 6.635095070714522e+05, 2.448507854088290e+04, 2.707018619002022e+01, 2.533882088358227e+03, -6.929937872072252e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209898720000000e+04, 1.880000000000000e+01, 1.664027285085326e+07, -1.226894639044669e+07, 6.197986214803021e+06, 1.535051228701158e+04, 1.631522007483688e+04, -9.884049655336121e+03, 
9.530000000000000e+02, 1.450459994984366e+07, -3.189342449129756e+05, -4.936118352512758e+06, 1.792315748999999e+04, -6.376904037999959e+02, -1.667007882000001e+04, -1.817415000000509e+01, -5.832537000047797e-01, -2.005488999999798e+01, 1.510987359000000e-01, 9.283774429000000e-01, -3.395357058000000e-01, -5.316701342000000e-01, 3.658914468000000e-01, 7.638391961000000e-01, 8.333642903000000e-01, 6.510585734000000e-02, 5.488762948000000e-01, 1.676386667265048e+01, -3.633988472560141e+01, 6.632137316415083e+05, 2.448545999828172e+04, 2.707099048821955e+01, 2.537787440767164e+03, -6.912596817481667e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209890520000000e+04, 1.880000000000000e+01, 1.665561293162694e+07, -1.225262372132221e+07, 6.188097808662490e+06, 1.532965537179932e+04, 1.633011625770775e+04, -9.892761015968579e+03, 
9.540000000000000e+02, 1.452251401984366e+07, -3.195722271129772e+05, -4.952798460512757e+06, 1.790498333999998e+04, -6.382736575000007e+02, -1.669013371000001e+04, -1.819753999999740e+01, -5.807667999976990e-01, -2.003480000000364e+01, 1.459887379000000e-01, 9.291115941000000e-01, -3.397630558000000e-01, -5.320671547000000e-01, 3.632817031000000e-01, 7.648077844000000e-01, 8.340214813000000e-01, 6.912343925000000e-02, 5.473847996000000e-01, 1.673651635244015e+01, -3.627827141091327e+01, 6.629186944287206e+05, 2.448584049864767e+04, 2.707177428924138e+01, 2.541692907665913e+03, -6.895245358912837e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209882320000000e+04, 1.880000000000000e+01, 1.667093214773631e+07, -1.223628616512664e+07, 6.178200697796456e+06, 1.530877817075641e+04, 1.634499339138666e+04, -9.901458825815143e+03, 
9.550000000000000e+02, 1.454040990984366e+07, -3.202107914129769e+05, -4.969498613512760e+06, 1.788678579999999e+04, -6.388544242999983e+02, -1.671016851000001e+04, -1.821154390078712e+01, -5.792759303462570e-01, -2.002277869813396e+01, 1.408748435000000e-01, 9.298210238000000e-01, -3.399810910000000e-01, -5.324497877000000e-01, 3.606699295000000e-01, 7.657770077000000e-01, 8.346565174000000e-01, 7.314414363000001e-02, 5.458923266000000e-01, 1.670914431963914e+01, -3.621667502664592e+01, 6.626243981728214e+05, 2.448622006074284e+04, 2.707226548791627e+01, 2.545598489180745e+03, -6.877883013234619e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209874120000000e+04, 1.880000000000000e+01, 1.668623048228947e+07, -1.221993374052589e+07, 6.168294895302082e+06, 1.528788073769913e+04, 1.635985145709834e+04, -9.910143072362276e+03, 
9.551979920000000e+02, 1.454395098984366e+07, -3.203372908129749e+05, -4.972807485512759e+06, 1.788318005999998e+04, -6.389691162999994e+02, -1.671413286000001e+04, -1.822319727483182e+01, -5.780320146390596e-01, -2.001268067151124e+01, 1.398618830000000e-01, 9.299585516000000e-01, -3.400231550000000e-01, -5.325238388000000e-01, 3.601525845000000e-01, 7.659689792000000e-01, 8.347796205000000e-01, 7.394057201000000e-02, 5.455967164000000e-01, 1.670372230872924e+01, -3.620448145136224e+01, 6.625662146167941e+05, 2.448629510260175e+04, 2.707261397773154e+01, 2.546371776039558e+03, -6.874444316493038e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209872496000000e+04, 1.880000000000000e+01, 1.668925694705351e+07, -1.221669433035902e+07, 6.166332596553218e+06, 1.528374081462970e+04, 1.636279097627942e+04, -9.911860876218425e+03, 
9.560000000000000e+02, 1.455828758984366e+07, -3.208499351129770e+05, -4.986218791512761e+06, 1.786856490999999e+04, -6.394327025999961e+02, -1.673018319000001e+04, -1.824416000000309e+01, -5.757889000036891e-01, -1.999451000000258e+01, 1.399162699000000e-01, 9.299503704000000e-01, -3.400231550000000e-01, -5.325027749000000e-01, 3.601837276000000e-01, 7.659689792000000e-01, 8.347839434000000e-01, 7.389175118000001e-02, 5.455967164000000e-01, 1.668175062187670e+01, -3.615509556743631e+01, 6.623308388376425e+05, 2.448659869591929e+04, 2.707325870860919e+01, 2.549504184258068e+03, -6.860509651599812e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209865920000000e+04, 1.880000000000000e+01, 1.670150790850226e+07, -1.220356646721495e+07, 6.158380415392325e+06, 1.526696311654275e+04, 1.637469043450646e+04, -9.918813742943374e+03, 
9.570000000000000e+02, 1.457614702984366e+07, -3.214896559129755e+05, -5.002958974512760e+06, 1.785032074999999e+04, -6.400084914999998e+02, -1.675017770000001e+04, -1.826740000000621e+01, -5.732973999973000e-01, -1.997430999999886e+01, 1.399840826000000e-01, 9.299401651000000e-01, -3.400231550000000e-01, -5.324765085000000e-01, 3.602225574000000e-01, 7.659689792000000e-01, 8.347893294000000e-01, 7.383087758000000e-02, 5.455967164000000e-01, 1.665433530578723e+01, -3.609353302820824e+01, 6.620380123332051e+05, 2.448697643092446e+04, 2.707396595707996e+01, 2.553409991848809e+03, -6.843124161577492e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209857720000000e+04, 1.880000000000000e+01, 1.671676439958735e+07, -1.218718436508223e+07, 6.148457271930059e+06, 1.524602539365916e+04, 1.638951029049261e+04, -9.927470819014612e+03, 
9.580000000000000e+02, 1.459398821984366e+07, -3.221299512129771e+05, -5.019719143512760e+06, 1.783205334999998e+04, -6.405817888999972e+02, -1.677015201000001e+04, -1.829061999999405e+01, -5.708034000009380e-01, -1.995408000000505e+01, 1.400518945000000e-01, 9.299299548000000e-01, -3.400231550000000e-01, -5.324502392000000e-01, 3.602613852000000e-01, 7.659689792000000e-01, 8.347947110000000e-01, 7.377000357999999e-02, 5.455967164000000e-01, 1.662689840293982e+01, -3.603198736398638e+01, 6.617459272870395e+05, 2.448735326947409e+04, 2.707467276168332e+01, 2.557315913364721e+03, -6.825726161188179e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209849520000000e+04, 1.880000000000000e+01, 1.673199994840659e+07, -1.217078745055942e+07, 6.138525477031646e+06, 1.522506760307223e+04, 1.640431100373983e+04, -9.936114286706059e+03, 
9.590000000000000e+02, 1.461181111984366e+07, -3.227708185129783e+05, -5.036499277512760e+06, 1.781376272999999e+04, -6.411525922999980e+02, -1.679010609000002e+04, -1.831380000000209e+01, -5.683071999996849e-01, -1.993380999999563e+01, 1.401197057000000e-01, 9.299197396000000e-01, -3.400231550000000e-01, -5.324239671000000e-01, 3.603002111000000e-01, 7.659689792000000e-01, 8.348000882000000e-01, 7.370912920000000e-02, 5.455967164000000e-01, 1.659943996870587e+01, -3.597045858985378e+01, 6.614545735062999e+05, 2.448772920792790e+04, 2.707535825487031e+01, 2.561221946474603e+03, -6.808316051644509e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209841320000000e+04, 1.880000000000000e+01, 1.674721451842286e+07, -1.215437574552737e+07, 6.128585045978359e+06, 1.520408976891357e+04, 1.641909255190211e+04, -9.944744131032010e+03, 
9.600000000000000e+02, 1.462961572984366e+07, -3.234122554129777e+05, -5.053299355512760e+06, 1.779544892999998e+04, -6.417208994999977e+02, -1.681003990000001e+04, -1.833697999999819e+01, -5.658087999999749e-01, -1.991352999999946e+01, 1.401875161000000e-01, 9.299095195000000e-01, -3.400231550000000e-01, -5.323976922000000e-01, 3.603390352000000e-01, 7.659689792000000e-01, 8.348054610000000e-01, 7.364825442000000e-02, 5.455967164000000e-01, 1.657196002812855e+01, -3.590894664552756e+01, 6.611639678083039e+05, 2.448810425028212e+04, 2.707607157952145e+01, 2.565128093546088e+03, -6.790892961218717e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209833120000000e+04, 1.880000000000000e+01, 1.676240811267988e+07, -1.213794926702535e+07, 6.118635990901086e+06, 1.518309193654351e+04, 1.643385490626661e+04, -9.953360334024355e+03, 
9.610000000000000e+02, 1.464740200984366e+07, -3.240542594129766e+05, -5.070119356512759e+06, 1.777711194999999e+04, -6.422867082999977e+02, -1.682995343000001e+04, -1.836011999999955e+01, -5.633080999992587e-01, -1.989320999999961e+01, 1.402553258000000e-01, 9.298992943000000e-01, -3.400231550000000e-01, -5.323714145000000e-01, 3.603778572000000e-01, 7.659689792000000e-01, 8.348108293000000e-01, 7.358737925000000e-02, 5.455967164000000e-01, 1.654445863657206e+01, -3.584745154589776e+01, 6.608740999073241e+05, 2.448847839197977e+04, 2.707676359046614e+01, 2.569034352249279e+03, -6.773457952636435e-01,                  Inf,                  Inf,                  Inf,                  NaN, 3.209824920000000e+04, 1.880000000000000e+01, 1.677758069464054e+07, -1.212150803693422e+07, 6.108678327081089e+06, 1.516207410741988e+04, 1.644859805923070e+04, -9.961962888981265e+03, 
